9	CCDS35195.1	chrY	-	2089081	2368966	2089081	2368966	7	2089081,2111063,2134780,2159542,2276785,2293237,2368857,	2089270,2111271,2134988,2159644,2276854,2293345,2368966,	0		cmpl	cmpl	0,2,1,1,1,1,0,
602	CCDS14118.1	chrY	-	2356675	2358760	2356675	2358760	1	2356675,	2358760,	0		cmpl	cmpl	0,
604	CCDS48071.1	chrY	+	2559401	2608845	2559401	2608845	9	2559401,2582462,2587701,2588396,2590667,2591354,2594300,2606240,2608819,	2559468,2582495,2587746,2588465,2590715,2591405,2594414,2606297,2608845,	0		cmpl	cmpl	0,1,1,1,1,1,1,1,1,
604	CCDS14119.1	chrY	+	2559401	2608845	2559401	2608845	10	2559401,2582462,2585645,2587701,2588396,2590667,2591354,2594300,2606240,2608819,	2559468,2582495,2585693,2587746,2588465,2590715,2591405,2594414,2606297,2608845,	0		cmpl	cmpl	0,1,1,1,1,1,1,1,1,1,
605	CCDS14772.1	chrY	-	2655029	2655644	2655029	2655644	1	2655029,	2655644,	0		cmpl	cmpl	0,
605	CCDS14773.1	chrY	+	2709665	2734935	2709665	2734935	7	2709665,2710205,2712117,2713686,2722640,2733128,2734833,	2709668,2710283,2712298,2713784,2722812,2733286,2734935,	0		cmpl	cmpl	0,0,0,1,0,1,0,
606	CCDS48200.1	chrY	+	2821977	2848034	2821977	2848034	6	2821977,2843135,2843551,2844710,2845980,2846850,	2822038,2843285,2843695,2844863,2846121,2848034,	0		cmpl	cmpl	0,1,1,1,1,1,
606	CCDS14774.1	chrY	+	2821977	2848034	2821977	2848034	7	2821977,2829114,2843135,2843551,2844710,2845980,2846850,	2822038,2829687,2843285,2843695,2844863,2846121,2848034,	0		cmpl	cmpl	0,1,1,1,1,1,1,
606	CCDS48201.1	chrY	+	2829131	2848034	2829131	2848034	5	2829131,2843135,2843551,2845980,2846850,	2829687,2843285,2843695,2846121,2848034,	0		cmpl	cmpl	0,1,1,1,1,
611	CCDS14775.1	chrY	+	3447285	3447843	3447285	3447843	1	3447285,	3447843,	0		cmpl	cmpl	0,
622	CCDS14776.1	chrY	+	4900737	4972402	4900737	4972402	4	4900737,4924929,4966255,4972384,	4900769,4925500,4968748,4972402,	0		cmpl	cmpl	0,2,0,0,
622	CCDS14777.1	chrY	+	4924864	4972402	4924864	4972402	3	4924864,4966255,4972384,	4925500,4968748,4972402,	0		cmpl	cmpl	0,0,0,
631	CCDS35465.1	chrY	+	6114309	6116866	6114309	6116866	6	6114309,6115396,6115602,6115815,6116067,6116843,	6114795,6115474,6115714,6115961,6116149,6116866,	0		cmpl	cmpl	0,0,0,1,0,1,
636	CCDS14778.1	chrY	-	6734113	6740649	6734113	6740649	5	6734113,6736077,6736772,6738046,6740595,	6734119,6736503,6736817,6738094,6740649,	0		cmpl	cmpl	0,0,0,0,0,
79	CCDS14779.1	chrY	+	6893125	6959533	6893125	6959533	14	6893125,6911020,6931937,6938236,6938760,6939600,6939773,6942600,6948772,6953938,6954330,6955307,6958129,6959512,	6893183,6911166,6932190,6938369,6938902,6939664,6939871,6942661,6948894,6954013,6954458,6955473,6958231,6959533,	0		cmpl	cmpl	0,1,0,1,2,0,1,0,1,0,0,2,0,0,
79	CCDS14780.1	chrY	+	7142353	7235415	7142353	7235415	6	7142353,7171977,7193946,7209155,7224175,7235396,	7142519,7172146,7194210,7209275,7224271,7235415,	0		cmpl	cmpl	0,1,2,2,2,2,
655	CCDS48202.1	chrY	+	9175118	9177699	9175118	9177699	6	9175118,9176229,9176435,9176648,9176900,9177676,	9175622,9176307,9176547,9176794,9176982,9177699,	0		cmpl	cmpl	0,0,0,1,0,1,
655	CCDS48204.1	chrY	+	9236075	9238638	9236075	9238638	6	9236075,9237168,9237374,9237587,9237839,9238615,	9236561,9237246,9237486,9237733,9237921,9238638,	0		cmpl	cmpl	0,0,0,1,0,1,
81	CCDS48205.1	chrY	+	9304609	9307170	9304609	9307170	6	9304609,9305702,9305908,9306121,9306373,9307147,	9305095,9305780,9306020,9306267,9306455,9307170,	0		cmpl	cmpl	0,0,0,1,0,1,
87	CCDS14781.1	chrY	+	14821380	14971341	14821380	14971341	44	14821380,14832521,14834040,14837045,14838507,14847545,14847931,14848344,14850090,14851458,14869121,14870435,14872413,14883001,14885516,14887404,14888582,14889952,14890539,14891459,14898136,14898454,14902339,14903431,14904964,14922113,14922606,14923569,14924764,14928058,14930354,14945613,14949836,14951789,14952935,14954165,14954988,14958257,14958857,14959163,14968264,14968557,14969490,14971203,	14821476,14832670,14834120,14837158,14838726,14847661,14848183,14848483,14850243,14851563,14869328,14870572,14872547,14883089,14885859,14887500,14888794,14890193,14890689,14891580,14898267,14898733,14902465,14903557,14905134,14922222,14922753,14923716,14924987,14928279,14930545,14945787,14949978,14952540,14953059,14954391,14955118,14958443,14959078,14959252,14968421,14968770,14969586,14971341,	0		cmpl	cmpl	0,0,2,1,0,0,2,2,0,0,0,0,2,1,2,0,0,2,0,0,1,0,0,0,0,2,0,0,0,1,0,2,2,0,1,2,0,1,1,0,2,0,0,0,
699	CCDS14782.1	chrY	+	15016847	15030034	15016847	15030034	17	15016847,15019447,15021270,15023750,15024638,15024874,15025629,15026475,15026795,15026978,15027541,15027794,15028172,15028428,15028818,15029314,15029954,	15016892,15019505,15021318,15023880,15024794,15024974,15025765,15026561,15026894,15027139,15027686,15027939,15028354,15028546,15028972,15029454,15030034,	0		cmpl	cmpl	0,0,1,1,2,2,0,1,0,0,2,0,1,0,1,2,1,
87	CCDS14783.1	chrY	-	15361735	15591545	15361735	15591545	28	15361735,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15591545,	0		cmpl	cmpl	0,0,2,1,2,1,2,2,0,1,0,2,0,0,0,0,2,2,1,0,1,0,2,0,1,0,2,0,
87	CCDS14784.1	chrY	-	15409582	15591545	15409582	15591545	25	15409582,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15591545,	0		cmpl	cmpl	1,2,1,2,2,0,1,0,2,0,0,0,0,2,2,1,0,1,0,2,0,1,0,2,0,
87	CCDS14785.1	chrY	-	15434993	15591545	15434993	15591545	20	15434993,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15591545,	0		cmpl	cmpl	0,1,0,2,0,0,0,0,2,2,1,0,1,0,2,0,1,0,2,0,
705	CCDS14786.1	chrY	+	15816215	15817139	15816215	15817139	2	15816215,15817104,	15816315,15817139,	0		cmpl	cmpl	0,1,
707	CCDS35472.1	chrY	-	16097750	16098320	16097750	16098320	2	16097750,16098218,	16098026,16098320,	0		cmpl	cmpl	0,0,
708	CCDS14787.1	chrY	+	16168169	16168739	16168169	16168739	2	16168169,16168463,	16168271,16168739,	0		cmpl	cmpl	0,0,
1	CCDS14788.1	chrY	+	16733999	16953142	16733999	16953142	5	16733999,16834996,16936067,16941609,16952292,	16734471,16835149,16936253,16942399,16953142,	0		cmpl	cmpl	0,1,1,1,2,
737	CCDS35473.1	chrY	-	19990146	19991772	19990146	19991772	1	19990146,	19991772,	0		cmpl	cmpl	0,
738	CCDS14789.1	chrY	+	20137994	20139620	20137994	20139620	1	20137994,	20139620,	0		cmpl	cmpl	0,
92	CCDS35475.1	chrY	+	20708673	20710357	20708673	20710357	2	20708673,20709664,	20709186,20710357,	0		cmpl	cmpl	0,0,
92	CCDS14790.1	chrY	+	20708673	20750520	20708673	20750520	2	20708673,20750421,	20709186,20750520,	0		cmpl	cmpl	0,0,
744	CCDS35476.1	chrY	-	20893654	20935504	20893654	20935504	2	20893654,20934991,	20893753,20935504,	0		cmpl	cmpl	0,0,
744	CCDS14791.1	chrY	-	20933820	20935504	20933820	20935504	2	20933820,20934991,	20934513,20935504,	0		cmpl	cmpl	0,0,
750	CCDS48208.1	chrY	+	21749110	21751989	21749110	21751989	3	21749110,21751406,21751968,	21749393,21751498,21751989,	0		cmpl	cmpl	0,1,0,
751	CCDS14793.1	chrY	+	21759518	21766006	21759518	21766006	4	21759518,21761624,21764101,21765682,	21759551,21761717,21764197,21766006,	0		cmpl	cmpl	0,0,0,0,
93	CCDS14794.1	chrY	-	21867880	21906420	21867880	21906420	26	21867880,21868326,21868679,21869032,21869819,21870129,21870760,21871336,21872261,21877237,21877500,21877708,21878164,21878481,21882757,21883015,21893657,21893931,21894469,21897237,21897506,21901413,21903203,21903620,21905047,21906270,	21868231,21868526,21868749,21869632,21869957,21870309,21870899,21871695,21872358,21877385,21877625,21877890,21878359,21878601,21882920,21883197,21893816,21894051,21894628,21897383,21897636,21901548,21903374,21903743,21905125,21906420,	0		cmpl	cmpl	0,1,0,0,0,0,2,0,2,1,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,
758	CCDS14795.1	chrY	+	22737757	22754232	22737757	22754232	7	22737757,22741493,22744475,22746359,22749909,22751369,22754226,	22737773,22741577,22744579,22746410,22749991,22751461,22754232,	0		cmpl	cmpl	0,1,1,0,0,1,0,
94	CCDS44028.1	chrY	+	22918049	22942918	22918049	22942918	7	22918049,22918663,22921753,22923169,22930690,22941394,22942816,	22918052,22918741,22921934,22923267,22930862,22941552,22942918,	0		cmpl	cmpl	0,0,0,1,0,1,0,
765	CCDS35479.1	chrY	+	23675236	23687394	23675236	23687394	11	23675236,23675819,23678942,23681035,23683198,23684268,23684820,23685365,23686397,23686595,23687095,	23675345,23675923,23679120,23681188,23683313,23684379,23684931,23685476,23686508,23686684,23687394,	0		cmpl	cmpl	0,1,0,1,1,2,2,2,2,2,1,
765	CCDS14796.1	chrY	+	23698777	23710934	23698777	23710934	11	23698777,23699360,23702483,23704576,23706739,23707809,23708361,23708906,23709938,23710135,23710635,	23698886,23699464,23702661,23704729,23706854,23707920,23708472,23709017,23710049,23710224,23710934,	0		cmpl	cmpl	0,1,0,1,1,2,2,2,2,2,1,
768	CCDS35480.1	chrY	-	24026500	24038660	24026500	24038660	11	24026500,24027210,24027386,24028418,24028963,24029515,24030581,24032706,24034774,24037971,24038551,	24026799,24027299,24027497,24028529,24029074,24029626,24030696,24032859,24034952,24038075,24038660,	0		cmpl	cmpl	1,2,2,2,2,2,1,1,0,1,0,
768	CCDS35481.1	chrY	-	24050042	24062201	24050042	24062201	11	24050042,24050752,24050927,24051959,24052504,24053056,24054122,24056247,24058315,24061512,24062092,	24050341,24050841,24051038,24052070,24052615,24053167,24054237,24056400,24058493,24061616,24062201,	0		cmpl	cmpl	1,2,2,2,2,2,1,1,0,1,0,
769	CCDS35482.1	chrY	-	24218469	24230986	24218469	24230986	3	24218469,24228226,24230917,	24218728,24228342,24230986,	0		cmpl	cmpl	2,0,0,
770	CCDS35483.1	chrY	-	24314966	24327116	24314966	24327116	11	24314966,24315676,24315851,24316885,24317430,24317981,24319047,24321172,24323240,24326437,24327007,	24315265,24315765,24315962,24316996,24317541,24318092,24319162,24321325,24323418,24326541,24327116,	0		cmpl	cmpl	1,2,2,2,2,2,1,1,0,1,0,
772	CCDS35484.1	chrY	+	24551594	24563750	24551594	24563750	11	24551594,24552171,24555298,24557391,24559554,24560624,24561175,24561720,24562754,24562951,24563451,	24551703,24552275,24555476,24557544,24559669,24560735,24561286,24561831,24562865,24563040,24563750,	0		cmpl	cmpl	0,1,0,1,1,2,2,2,2,2,1,
773	CCDS14799.1	chrY	+	24647711	24660217	24647711	24660217	3	24647711,24650355,24659958,	24647780,24650471,24660217,	0		cmpl	cmpl	0,0,2,
97	CCDS48209.1	chrY	-	25281356	25344947	25281356	25344947	27	25281356,25285993,25286772,25289157,25298943,25301320,25303716,25306099,25308495,25310886,25313331,25314803,25315032,25315532,25316144,25316510,25325643,25325872,25326372,25326984,25327350,25336491,25336720,25337220,25337832,25338198,25344944,	25281420,25286028,25286844,25289229,25299015,25301392,25303788,25306171,25308567,25310958,25313403,25314943,25315096,25315584,25316236,25316657,25325783,25325936,25326424,25327076,25327497,25336631,25336784,25337272,25337924,25338345,25344947,	0		cmpl	cmpl	2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,2,0,0,1,0,2,0,0,0,
97	CCDS48210.1	chrY	+	25365887	25431648	25365887	25431648	22	25365887,25372490,25372911,25373563,25374051,25374204,25375744,25378187,25380578,25382974,25385356,25387752,25394909,25411853,25414237,25416622,25419006,25421390,25423774,25426159,25426975,25431584,	25365890,25372637,25373003,25373615,25374115,25374344,25375816,25378259,25380650,25383046,25385428,25387824,25394981,25411925,25414309,25416694,25419078,25421462,25423846,25426231,25427010,25431648,	0		cmpl	cmpl	0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
97	CCDS35485.1	chrY	+	25365887	25431648	25365887	25431648	23	25365887,25372490,25372911,25373563,25374051,25374204,25375744,25378187,25380578,25382974,25385356,25387752,25394909,25402064,25411853,25414237,25416622,25419006,25421390,25423774,25426159,25426975,25431584,	25365890,25372637,25373003,25373615,25374115,25374344,25375816,25378259,25380650,25383046,25385428,25387824,25394981,25402136,25411925,25414309,25416694,25419078,25421462,25423846,25426231,25427010,25431648,	0		cmpl	cmpl	0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
784	CCDS35486.1	chrY	-	26191750	26193835	26191750	26193835	2	26191750,26192243,	26191823,26193835,	0		cmpl	cmpl	2,0,
784	CCDS35487.1	chrY	-	26192212	26193835	26192212	26193835	1	26192212,	26193835,	0		cmpl	cmpl	0,
789	CCDS44029.1	chrY	+	26772231	26778157	26772231	26778157	4	26772231,26774368,26777340,26778138,	26772309,26774486,26777446,26778157,	0		cmpl	cmpl	0,0,1,2,
790	CCDS35489.1	chrY	-	26915080	26959332	26915080	26959332	18	26915080,26919716,26920496,26930283,26932660,26935040,26937417,26939796,26942173,26944569,26946959,26949402,26950874,26951103,26951603,26952215,26952581,26959329,	26915144,26919751,26920568,26930355,26932732,26935112,26937489,26939868,26942245,26944641,26947031,26949474,26951014,26951167,26951655,26952307,26952728,26959332,	0		cmpl	cmpl	2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,
792	CCDS44030.1	chrY	-	27184244	27190170	27184244	27190170	4	27184244,27184955,27187915,27190092,	27184263,27185061,27188033,27190170,	0		cmpl	cmpl	2,1,0,0,
796	CCDS14802.1	chrY	+	27768589	27770212	27768589	27770212	1	27768589,	27770212,	0		cmpl	cmpl	0,
796	CCDS14801.1	chrY	+	27768589	27770674	27768589	27770674	2	27768589,27770601,	27770181,27770674,	0		cmpl	cmpl	0,2,
1035	CCDS14769.4	chrY	+	59106539	59107406	59106539	59107406	1	59106539,	59107406,	0		cmpl	cmpl	0,
129	CCDS48199.1	chrY	+	59222135	59274621	59222135	59274621	6	59222135,59230781,59233166,59252482,59272370,59274552,	59222216,59230919,59233257,59252550,59272463,59274621,	0		cmpl	cmpl	0,0,0,1,0,0,
129	CCDS14770.4	chrY	+	59222135	59274621	59222135	59274621	7	59222135,59228291,59230781,59233166,59252482,59272370,59274552,	59222281,59228349,59230919,59233257,59252550,59272463,59274621,	0		cmpl	cmpl	0,2,0,0,1,0,0,
1037	CCDS14771.4	chrY	+	59330430	59343080	59330430	59343080	9	59330430,59335576,59336119,59336347,59337090,59337948,59338753,59340193,59342486,	59330458,59335690,59336231,59336526,59337236,59338150,59338859,59340278,59343080,	0		cmpl	cmpl	0,1,1,2,1,0,1,2,0,
